Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Latest Year,"CO2 emissions, latest year
1000 t",% change since 1990
626,Timor-Leste,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,260.84,2010,260.84,0
768,Togo,825.5,825.5,825.5,546.9,1033.6,1277.94,1022.8,1088.4,1404.8,1404.8,1461.9,1461.9,1461.9,1461.9,1461.9,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,1899.72,2005,1899.72,130.13
776,Tonga,79.98,79.98,79.98,79.98,79.98,79.98,79.98,79.98,79.98,79.98,94.93,94.93,94.93,94.93,94.93,94.93,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,2006,113.14,41.46
780,Trinidad and Tobago,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,1990,14987,0
788,Tunisia,17096.5,17096.5,17096.5,17096.5,17096.5,17096.5,17096.5,17096.5,17096.5,17096.5,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,22665.18,2000,22665.18,32.57
792,Turkey,151508.47,157982,163922.25,171011.16,167433.11,180903.05,199521.94,212005.57,212040.28,207804.16,229790.6,213486.09,220977.7,236483.89,244464.11,264200.8,281649.18,312736.71,309321.19,315359.64,314380.03,339482.25,353666.21,345220.58,361675.46,381331.94,401239.74,425329.23,419194.75,419194.75,2018,419194.75,176.68
795,Turkmenistan,15197.68,15197.68,15197.68,15197.68,15197.68,24683.2,24683.2,24683.2,24683.2,24683.2,24683.2,24683.2,24683.2,24683.2,25526.06,25526.06,25526.06,25526.06,25526.06,25526.06,37325.17,37325.17,37325.17,37325.17,37325.17,37325.17,37325.17,37325.17,37325.17,37325.17,2010,37325.17,145.6
798,Tuvalu,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,2014,11.16,140
800,Uganda,730.25,730.25,730.25,730.25,730.25,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,2000,1371,87.74
804,Ukraine,705829.99,632536.63,589060.25,510199.54,419266.3,389864.61,351408.75,340242.69,328578.94,298203.96,285337.2,303559.23,295673.49,307017.47,310362.75,313118.09,332670.34,336364.01,325532.71,277293.5,294078.32,307952.84,303952.61,297294.25,257584.69,223911.87,234200.3,223232.15,231694.16,231694.16,2018,231694.16,-67.17
784,United Arab Emirates,63690,63690,63690,63690,63690,102707,102707,102707,102707,102707,102707,102707,102707,102707,102707,158438,158438,158438,158438,158438,158438,158438,158438,158438,188884.9,188884.9,188884.9,188884.9,188884.9,188884.9,2014,188884.9,196.57
826,United Kingdom of Great Britain and Northern Ireland,601187.19,609266,593745.97,579506.69,575774.6,567507.65,589137.82,563241.84,568512.2,561651.09,568220.06,576926.99,561047.85,572532.25,573994.49,570724.27,568390.05,560205.6,545682.47,495119.49,512864.79,470608.13,488503.55,478608.95,439763.28,423199.62,399824.3,388803.41,380849.88,380849.88,2018,380849.88,-36.65
834,United Republic of Tanzania,3249.37,3249.37,3249.37,3249.37,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,3225.53,1994,3225.53,-0.73
840,United States of America,5128300.62,5078889.58,5182706.72,5283437.6,5377032.71,5438905.7,5626911.9,5703706.97,5751051.98,5830297.64,5998070.43,5900436.6,5942652.33,5991959.63,6107618.25,6131892.98,6051051.02,6128429.64,5930539.64,5491035.73,5698055.78,5565294.4,5367568.56,5514029.29,5561719.22,5412432.19,5292267.56,5253606.13,5424881.5,5424881.5,2018,5424881.5,5.78
858,Uruguay,3897.33,3897.33,3897.33,3897.33,4267.9,4267.9,4267.9,4267.9,5910.87,5910.87,5576.6,5576.6,4355.27,4355.27,5589.1,5589.1,6442.84,6442.84,7917.43,7917.43,6548.9,6548.9,8806,8806,6824.5,6824.5,6863.1,6530,6530,6530,2017,6530,67.55
860,Uzbekistan,113286.32,113301.74,106305.61,106809,101370.9,101021.05,104012.36,102265.9,99999.06,104052.94,108606.83,107876.5,111020.33,106841.01,104822.79,100863.85,103617.94,103446.05,113156.4,107567.39,101762.96,105089.37,105529.24,105529.24,105529.24,105529.24,105529.24,105529.24,105529.24,105529.24,2012,105529.24,-6.85
548,Vanuatu,55.15,55.15,55.15,55.15,55.15,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,2000,69.59,26.18
862,Venezuela (Bolivarian Republic of),114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,114126,1999,114126,0
704,Viet Nam,25382.82,25382.82,25382.82,25382.82,25382.82,55905.72,55905.72,55905.72,55905.72,55905.72,55905.72,146036.77,146036.77,146036.77,146036.77,146036.77,146036.77,146036.77,146036.77,146036.77,146036.77,146036.77,146036.77,156969.31,156969.31,156969.31,156969.31,156969.31,156969.31,156969.31,2013,156969.31,518.41
887,Yemen,10514.96,10514.96,10514.96,10514.96,10514.96,10514.96,17548,17548,17548,17548,17548,22341,22341,22341,22341,22341,22341,22341,22341,22341,22341,23311.94,23311.94,23311.94,23311.94,23311.94,23311.94,23311.94,23311.94,23311.94,2012,23311.94,121.7
894,Zambia,2595.35,2595.35,2595.35,2595.35,2595.35,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,1685.89,2000,1685.89,-35.04
716,Zimbabwe,17088.48,17088.48,17088.48,17088.48,17088.48,24869.08,24869.08,24869.08,24869.08,24869.08,24869.08,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,10995.15,2006,10995.15,-35.66
